'Communes';'Codes_Insee';'NB_Allocataires';'ALL_PAJE';'ALL_PRIM';'ALL_BASEP';'ALL_CMG';'ALL_CMG_ASMA';'ALL_CMG_DOM';'ALL_CMG_A';'ALL_Clca_Colca'
CHATEAUNEUF-LE-ROUGE;13025;247;47;;36;11;6;;;14
CHATEAUNEUF-LES-MARTIGUES;13026;2472;630;17;548;158;146;7;;142
CHATEAURENARD;13027;2707;587;10;521;201;178;;19;141
LA CIOTAT;13028;6952;1071;21;915;290;257;19;;226
CORNILLON-CONFOUX;13029;144;37;;29;15;;;;7
CUGES-LES-PINS;13030;768;163;;141;44;;;;34
LA DESTROUSSE;13031;455;103;;84;35;28;;;24
EGUILLES;13032;960;179;;123;84;53;17;;27
ENSUES-LA-REDONNE;13033;669;131;;87;52;42;5;;30
EYGALIERES;13034;197;29;;;;;;;6
EYGUIERES;13035;950;196;7;156;67;54;7;;34
EYRAGUES;13036;618;120;;106;39;;;;33
LA FARE-LES-OLIVIERS;13037;1134;322;5;261;131;118;;9;74
FONTVIEILLE;13038;475;88;;73;26;;;;21
FOS-SUR-MER;13039;2579;560;8;519;111;98;;11;130
FUVEAU;13040;1372;335;;250;143;109;;24;71
GARDANNE;13041;3831;769;18;679;199;170;;17;183
GEMENOS;13042;888;138;;106;42;27;;9;30
GIGNAC-LA-NERTHE;13043;1522;308;7;255;91;83;;8;82
GRANS;13044;658;151;;117;62;50;;7;36
GRAVESON;13045;748;191;;166;86;79;;5;46
GREASQUE;13046;594;130;;108;39;;;;37
ISTRES;13047;7405;1463;27;1295;330;307;;19;316
JOUQUES;13048;609;123;;101;35;;;;34
LAMANON;13049;229;69;;43;47;;;;15
LAMBESC;13050;1380;299;6;243;103;91;;7;70
LANCON-PROVENCE;13051;1310;333;5;258;127;112;;8;80
MAILLANE;13052;381;105;5;86;49;;;;28
MALLEMORT;13053;957;207;;175;67;62;;;53
MARIGNANE;13054;6495;1423;29;1294;257;231;;15;293
MARTIGUES;13056;8915;1576;30;1421;222;174;;28;320
MAS-BLANC-DES-ALPILLES;13057;55;9;;;;;;;
MAUSSANE-LES-ALPILLES;13058;339;63;;55;16;;;;13
MEYRARGUES;13059;584;139;;117;45;36;;5;32
MEYREUIL;13060;782;171;;129;63;48;10;;41
SAINT-PIERRE-DE-MEZOARGUES;13061;25;7;;;;;;;
MIMET;13062;510;93;;67;26;;;;29
MIRAMAS;13063;4648;996;25;916;164;148;;12;183
MOLLEGES;13064;300;81;;67;27;;;;20
MOURIES;13065;429;106;;84;44;;;;23
NOVES;13066;787;171;5;145;69;64;;;43
ORGON;13067;460;103;;94;19;;;;16
PARADOU;13068;249;85;;71;34;;;;29
PELISSANNE;13069;1424;274;8;213;101;92;6;;81
LA PENNE-SUR-HUVEAUNE;13070;920;171;;159;34;28;;5;53
LES PENNES-MIRABEAU;13071;2634;565;17;458;161;131;14;21;135
PEYNIER;13072;436;110;;88;36;31;;;28
PEYPIN;13073;748;190;;146;76;66;5;;44
PEYROLLES-EN-PROVENCE;13074;803;200;;170;58;;;;40
PLAN-DE-CUQUES;13075;1358;235;;186;63;52;;8;63
PLAN-D'ORGON;13076;529;116;;105;18;10;;7;37
PORT-DE-BOUC;13077;4603;750;14;715;78;;;;138
PORT-SAINT-LOUIS-DU-RHONE;13078;1622;252;6;221;43;;;;52
PUYLOUBIER;13079;259;51;;42;14;;;;9
LE PUY-SAINTE-REPARADE;13080;864;144;;118;44;38;;;34
ROGNAC;13081;1865;438;;393;138;128;;6;110
ROGNES;13082;676;107;;78;35;28;5;;20
ROGNONAS;13083;558;103;;89;30;;;;23
LA ROQUE-D'ANTHERON;13084;1042;191;;172;47;42;;;32
ROQUEFORT-LA-BEDOULE;13085;752;149;5;112;52;36;;13;42
ROQUEVAIRE;13086;1329;281;5;222;92;78;;11;62
ROUSSET;13087;747;144;;115;36;27;;6;31
LE ROVE;13088;715;176;;143;52;44;;5;37
SAINT-ANDIOL;13089;474;95;;87;17;9;;7;23
SAINT-ANTONIN-SUR-BAYON;13090;9;;;;;;;;
SAINT-CANNAT;13091;751;153;;122;52;;;;29
SAINT-CHAMAS;13092;1354;304;;259;102;;;;72
SAINT-ESTEVE-JANSON;13093;66;6;;;;;;;
SAINT-ETIENNE-DU-GRES;13094;299;57;;50;30;;;;8
SAINT-MARC-JAUMEGARDE;13095;115;16;;;;;;;
SAINTES-MARIES-DE-LA-MER;13096;468;73;;68;16;;;;12
SAINT-MARTIN-DE-CRAU;13097;1882;425;6;358;130;122;5;;109
SAINT-MITRE-LES-REMPARTS;13098;771;133;;111;31;;;;39
SAINT-PAUL-LES-DURANCE;13099;158;28;;;10;;;;7
SAINT-REMY-DE-PROVENCE;13100;1506;230;9;192;71;58;7;;42
SAINT-SAVOURNIN;13101;478;126;;102;70;64;;;29
SAINT-VICTORET;13102;1014;224;5;197;53;44;;9;43
SALON-DE-PROVENCE;13103;8634;1718;35;1532;395;345;30;;351
SAUSSET-LES-PINS;13104;876;141;;105;50;40;;6;31
SENAS;13105;1105;262;13;230;56;;;;59
SEPTEMES-LES-VALLONS;13106;1913;406;7;372;88;79;;6;89
SIMIANE-COLLONGUE;13107;778;148;;104;57;42;;10;39
TARASCON;13108;2607;490;11;459;73;;;;92
LE THOLONET;13109;334;42;;29;10;5;;;14
TRETS;13110;1619;383;5;323;105;91;;10;92
VAUVENARGUES;13111;117;18;;;5;;;;
VELAUX;13112;1234;235;7;167;95;76;;15;52
VENELLES;13113;1081;230;6;171;95;79;12;;46
VENTABREN;13114;637;108;6;66;45;37;;5;25
VERNEGUES;13115;235;60;;48;27;;;;17
VERQUIERES;13116;96;20;;;7;;;;
VITROLLES;13117;6652;1398;25;1274;215;189;;17;329
COUDOUX;13118;495;99;;67;44;38;;;23
CARNOUX-EN-PROVENCE;13119;956;207;7;178;48;;;;44
MARSEILLE 1ER ARRONDISSEMENT;13201;14051;1396;38;1256;224;146;;56;112
MARSEILLE 2E ARRONDISSEMENT;13202;7874;978;28;905;101;67;;28;88
MARSEILLE 3E ARRONDISSEMENT;13203;15581;2483;51;2418;76;60;;11;237
MARSEILLE 4E ARRONDISSEMENT;13204;10985;1815;58;1620;383;271;;73;251
MARSEILLE 5E ARRONDISSEMENT;13205;12068;1505;39;1294;394;281;;76;194
MARSEILLE 6E ARRONDISSEMENT;13206;10178;1296;23;1008;416;221;73;132;182
MARSEILLE 7E ARRONDISSEMENT;13207;5849;931;14;689;337;206;;87;122
MARSEILLE 8E ARRONDISSEMENT;13208;13446;2174;37;1637;744;445;117;190;397
MARSEILLE 9E ARRONDISSEMENT;13209;13227;2186;43;1808;574;422;55;104;411
MARSEILLE 10E ARRONDISSEMENT;13210;11331;2020;41;1819;447;383;;53;353
MARSEILLE 11E ARRONDISSEMENT;13211;10846;1809;44;1622;316;263;;37;354
MARSEILLE 12E ARRONDISSEMENT;13212;9494;1914;29;1556;627;469;54;111;366
MARSEILLE 13E ARRONDISSEMENT;13213;21808;3455;90;3134;552;468;;61;540
MARSEILLE 14E ARRONDISSEMENT;13214;15907;2927;77;2818;162;141;;13;363
MARSEILLE 15E ARRONDISSEMENT;13215;19287;3509;77;3384;201;151;;37;412
MARSEILLE 16E ARRONDISSEMENT;13216;5465;884;27;798;118;97;;16;122
ABLON;14001;161;39;;29;23;;;;6
ACQUEVILLE;14002;22;7;;;;;;;
AGY;14003;25;9;;;;;;;
AIGNERVILLE;14004;24;10;;;;;;;
AIRAN;14005;80;22;;14;13;;;;
AMAYE-SUR-ORNE;14006;115;28;;20;18;;;;9
AMAYE-SUR-SEULLES;14007;25;9;;;;;;;
AMBLIE;14008;26;5;;;;;;;
AMFREVILLE;14009;182;51;;42;35;;;;21
ANCTOVILLE;14011;117;39;;27;27;;;;14
ANGERVILLE;14012;23;;;;;;;;
ANGOVILLE;14013;;;;;;;;;
ANGUERNY;14014;73;11;;6;;;;;
ANISY;14015;90;20;;12;;;;;6
ANNEBAULT;14016;55;20;;15;12;;;;5
ARGANCHY;14019;25;8;;;;;;;
ARGENCES;14020;610;132;;96;74;;;;35
ARROMANCHES-LES-BAINS;14021;62;8;;;;;;;
ASNELLES;14022;80;15;;10;9;;;;
ASNIERES-EN-BESSIN;14023;;;;;;;;;
AUBERVILLE;14024;57;14;;9;9;;;;
AUBIGNY;14025;34;12;;;;;;;
AUDRIEU;14026;149;54;;34;40;35;;;11
AUNAY-SUR-ODON;14027;609;157;5;129;77;;;;50
AUQUAINVILLE;14028;42;11;;6;;;;;
LES AUTELS-SAINT-BAZILE;14029;6;;;;;;;;
AUTHIE;14030;186;44;;32;27;;;;10
LES AUTHIEUX-PAPION;14031;;;;;;;;;
LES AUTHIEUX-SUR-CALONNE;14032;27;5;;;;;;;
AUVILLARS;14033;28;5;;;;;;;
AVENAY;14034;82;27;;19;22;;;;8
BALLEROY;14035;176;51;;34;30;;;;11
BANNEVILLE-LA-CAMPAGNE;14036;16;9;;;;;;;
BANNEVILLE-SUR-AJON;14037;56;21;;15;15;;;;
BANVILLE;14038;105;33;;24;18;;;;8
BARBERY;14039;117;37;;25;27;;;;8
BARBEVILLE;14040;23;6;;;;;;;
BARNEVILLE-LA-BERTRAN;14041;10;;;;;;;;
BARON-SUR-ODON;14042;121;38;;28;27;;;;8
BAROU-EN-AUGE;14043;6;;;;;;;;
BASLY;14044;157;51;;29;34;;;;14
BASSENEVILLE;14045;29;9;;;;;;;
BAVENT;14046;245;68;;48;44;;;;17
BAYEUX;14047;3189;392;11;335;169;151;12;;69
BAZENVILLE;14049;12;5;;;;;;;
LA BAZOQUE;14050;17;;;;;;;;
BEAULIEU;14052;28;11;;;6;;;;
BEAUMAIS;14053;23;9;;;;;;;
BEAUMESNIL;14054;28;9;;;;;;;
BEAUMONT-EN-AUGE;14055;44;11;;;6;;;;
BAUQUAY;14056;45;20;;11;15;;;;
BELLENGREVILLE;14057;239;68;;50;48;;;;18
BELLOU;14058;15;5;;;;;;;
BENERVILLE-SUR-MER;14059;46;;;;;;;;
BENOUVILLE;14060;249;71;;55;42;;;;13
LE BENY-BOCAGE;14061;165;30;;24;19;;;;5
BENY-SUR-MER;14062;64;23;;14;14;;;;8
BERNESQ;14063;23;;;;;;;;
BERNIERES-D'AILLY;14064;34;7;;;;;;;
BERNIERES-LE-PATRY;14065;80;20;;14;11;;;;
BERNIERES-SUR-MER;14066;330;76;;54;58;53;5;;14
BIEVILLE-BEUVILLE;14068;385;95;;66;57;52;;;26
BEUVILLERS;14069;212;51;;36;25;;;;14
BEUVRON-EN-AUGE;14070;13;;;;;;;;
LA BIGNE;14073;29;15;;;;;;;
BILLY;14074;57;23;;15;17;;;;8
BISSIERES;14075;22;6;;;;;;;
BLAINVILLE-SUR-ORNE;14076;964;203;;177;100;;;;50
BLANGY-LE-CHATEAU;14077;92;27;;19;17;;;;8
BLAY;14078;56;23;;16;15;;;;10
BLONVILLE-SUR-MER;14079;195;30;;19;22;;;;
LE BO;14080;17;5;;;;;;;
BOISSEY;14081;36;7;;;;;;;
LA BOISSIERE;14082;26;5;;;;;;;
BONNEBOSQ;14083;93;22;;17;9;;;;9
BONNEMAISON;14084;48;13;;;;;;;
BONNEVILLE-LA-LOUVET;14085;83;19;;13;11;;;;5
BONNEVILLE-SUR-TOUQUES;14086;40;5;;;;;;;
BONNOEIL;14087;17;6;;;;;;;
BONS-TASSILLY;14088;48;16;;;11;;;;
BOUGY;14089;61;20;;15;;;;;5
BOULON;14090;102;35;;27;24;;;;10
BOURGEAUVILLE;14091;6;;;;;;;;
BOURGUEBUS;14092;309;96;;75;63;;;;26
BRANVILLE;14093;24;5;;;;;;;
BREMOY;14096;24;9;;;;;;;
BRETTEVILLE-LE-RABET;14097;46;16;;;7;;;;5
BRETTEVILLE-L'ORGUEILLEUSE;14098;379;114;;84;81;;;;44
BRETTEVILLE-SUR-DIVES;14099;33;;;;;;;;
BRETTEVILLE-SUR-LAIZE;14100;297;93;;63;66;;;;21
BRETTEVILLE-SUR-ODON;14101;506;111;;90;57;49;7;;17
LE BREUIL-EN-AUGE;14102;117;38;;29;29;;;;
LE BREUIL-EN-BESSIN;14103;60;23;;17;16;;;;5
LE BREVEDENT;14104;21;;;;;;;;
LA BREVIERE;14105;10;;;;;;;;
BREVILLE-LES-MONTS;14106;80;20;;14;11;;;;5
BRICQUEVILLE;14107;16;9;;;;;;;
BROUAY;14109;60;17;;9;12;;;;
BRUCOURT;14110;10;;;;;;;;
BUCEELS;14111;43;16;;;;;;;8
BURCY;14113;54;16;;;10;;;;
BURES-LES-MONTS;14115;18;;;;;;;;
LE BU-SUR-ROUVRES;14116;10;;;;;;;;
CABOURG;14117;600;75;;57;31;;;;20
CAEN;14118;31748;3065;73;2629;855;724;71;70;400
CAGNY;14119;288;93;;71;47;;;;25
CAHAGNES;14120;182;47;;38;32;;;;14
CAHAGNOLLES;14121;35;14;;;9;;;;
LA CAINE;14122;21;8;;;;;;;
CAIRON;14123;241;59;;30;43;;;;18
LA CAMBE;14124;68;20;;11;;;;;
CAMBES-EN-PLAINE;14125;220;55;;43;25;;;;14
CAMBREMER;14126;153;37;;22;24;;;;9
CAMPAGNOLLES;14127;67;18;;12;12;;;;5
CAMPANDRE-VALCONGRAIN;14128;14;;;;;;;;
CAMPEAUX;14129;81;17;;11;12;;;;
CAMPIGNY;14130;25;6;;;;;;;
CANAPVILLE;14131;20;;;;;;;;
CANCHY;14132;20;6;;;;;;;
CANTELOUP;14134;22;5;;;;;;;
CARCAGNY;14135;35;10;;;;;;;
CARDONVILLE;14136;10;5;;;;;;;
CARPIQUET;14137;351;55;;42;30;;;;17
CARTIGNY-L'EPINAY;14138;38;12;;;5;;;;
CARVILLE;14139;43;10;;;5;;;;
CASTILLON;14140;49;14;;;;;;;
CASTILLON-EN-AUGE;14141;17;5;;;;;;;
CASTILLY;14142;30;12;;;6;;;;
CAUMONT-L'EVENTE;14143;281;60;;54;25;;;;11
CAUMONT-SUR-ORNE;14144;10;;;;;;;;
CAUVICOURT;14145;69;33;;23;21;;;;10
CAUVILLE;14146;23;5;;;;;;;
CERNAY;14147;20;7;;;;;;;
CERQUEUX;14148;13;;;;;;;;
CESNY-AUX-VIGNES;14149;62;29;;18;19;;;;6
CESNY-BOIS-HALBOUT;14150;128;20;;;9;;;;7
CHAMP-DU-BOULT;14151;39;12;;;;;;;
LA CHAPELLE-ENGERBOLD;14152;12;;;;;;;;
LA CHAPELLE-HAUTE-GRUE;14153;10;;;;;;;;
LA CHAPELLE-YVON;14154;69;21;;;12;;;;5
CHEFFREVILLE-TONNENCOURT;14155;38;14;;6;;;;;
CHENEDOLLE;14156;34;13;;;6;;;;
CHEUX;14157;212;75;;58;55;;;;19
CHICHEBOVILLE;14158;71;22;;11;17;;;;
CHOUAIN;14159;36;8;;;;;;;
CINTHEAUX;14160;25;8;;;;;;;
CLARBEC;14161;27;5;;;;;;;
CLECY;14162;172;49;;41;30;;;;11
CLEVILLE;14163;44;14;;;;;;;
CLINCHAMPS-SUR-ORNE;14164;165;60;;43;43;;;;16
COLLEVILLE-SUR-MER;14165;21;6;;;;;;;
COLLEVILLE-MONTGOMERY;14166;291;64;;48;35;;;;16
COLOMBELLES;14167;1542;303;6;249;121;115;;;63
COLOMBIERES;14168;16;6;;;;;;;
COLOMBIERS-SUR-SEULLES;14169;24;;;;;;;;
COLOMBY-SUR-THAON;14170;36;11;;;;;;;
COMBRAY;14171;21;8;;;;;;;
COMMES;14172;30;6;;;;;;;
CONDE-SUR-IFS;14173;63;19;;14;12;;;;
CONDE-SUR-NOIREAU;14174;1036;154;;117;71;;;;23
CONDE-SUR-SEULLES;14175;49;20;;12;;;;;
CONTEVILLE;14176;11;;;;;;;;
COQUAINVILLIERS;14177;104;31;;22;18;;;;6
CORDEBUGLE;14179;24;8;;;;;;;
CORDEY;14180;17;8;;;;;;;
CORMELLES-LE-ROYAL;14181;704;135;;111;68;;;;29
CORMOLAIN;14182;55;15;;9;9;;;;
COSSESSEVILLE;14183;13;6;;;;;;;
COTTUN;14184;27;7;;;;;;;
COUDRAY-RABUT;14185;34;8;;;;;;;
COULOMBS;14186;64;24;;15;;;;;7
COULONCES;14187;88;31;;24;21;;;;8
COULVAIN;14188;55;20;;15;15;;;;7
COUPESARTE;14189;;;;;;;;;
COURCY;14190;15;5;;;;;;;
COURSEULLES-SUR-MER;14191;684;98;;66;53;;;;18
COURSON;14192;35;12;;;6;;;;
COURTONNE-LA-MEURDRAC;14193;69;21;;;13;;;;5
COURTONNE-LES-DEUX-EGLISES;14194;89;27;;20;17;;;;9
COURVAUDON;14195;31;14;;;9;;;;
CREPON;14196;26;9;;;;;;;
CRESSERONS;14197;142;38;;19;21;;;;10
CRESSEVEUILLE;14198;34;15;;5;;;;;
CREULLY;14200;253;67;;39;51;;;;9
CREVECOEUR-EN-AUGE;14201;78;18;;13;10;;;;
CRICQUEBOEUF;14202;19;;;;;;;;
CRICQUEVILLE-EN-AUGE;14203;21;9;;;;;;;
CRICQUEVILLE-EN-BESSIN;14204;18;;;;;;;;
CRISTOT;14205;27;10;;;;;;;5
CROCY;14206;35;7;;;;;;;
CROISILLES;14207;81;24;;17;15;;;;
CROISSANVILLE;14208;85;39;;32;27;;;;9
CROUAY;14209;71;17;;;12;;;;
LA CROUPTE;14210;23;;;;;;;;
CULEY-LE-PATRY;14211;40;15;;;9;;;;
CULLY;14212;20;5;;;;;;;
CURCY-SUR-ORNE;14213;72;26;;;21;;;;7
CUSSY;14214;20;11;;;;;;;
CUVERVILLE;14215;261;65;;44;42;;;;12
DAMBLAINVILLE;14216;34;10;;;;;;;
DAMPIERRE;14217;16;5;;;;;;;
DANESTAL;14218;48;20;;13;13;;;;
DANVOU-LA-FERRIERE;14219;26;8;;;;;;;
DEAUVILLE;14220;596;63;;57;21;;;;13
DEMOUVILLE;14221;416;89;;66;57;;;;23
LE DESERT;14222;7;;;;;;;;
LE DETROIT;14223;11;;;;;;;;
DEUX-JUMEAUX;14224;6;;;;;;;;
DIVES-SUR-MER;14225;1067;198;;159;75;;;;41
DONNAY;14226;42;18;;13;13;;;;
DOUVILLE-EN-AUGE;14227;18;5;;;;;;;
DOUVRES-LA-DELIVRANDE;14228;836;163;;121;87;80;6;;34
DOZULE;14229;492;102;;78;55;;;;28
DRUBEC;14230;10;;;;;;;;
BEAUFOUR-DRUVAL;14231;60;17;;11;11;;;;
DUCY-SAINTE-MARGUERITE;14232;17;7;;;;;;;
ECRAMMEVILLE;14235;25;7;;;;;;;
ELLON;14236;66;13;;;7;;;;
EMIEVILLE;14237;94;29;;21;19;;;;5
ENGLESQUEVILLE-EN-AUGE;14238;5;;;;;;;;
ENGLESQUEVILLE-LA-PERCEE;14239;7;;;;;;;;
EPANEY;14240;79;31;;26;16;;;;11
EPINAY-SUR-ODON;14241;77;23;;15;15;;;;
EPRON;14242;427;42;;32;21;;;;17
EQUEMAUVILLE;14243;126;26;;16;18;;;;
ERAINES;14244;50;15;;10;10;;;;
ERNES;14245;40;14;;;9;;;;
ESCOVILLE;14246;108;26;;21;19;;;;7
ESPINS;14248;38;14;;;;;;;
ESQUAY-NOTRE-DAME;14249;213;67;;48;49;;;;9
ESQUAY-SUR-SEULLES;14250;27;5;;;;;;;
ESSON;14251;76;32;;23;23;;;;9
ESTREES-LA-CAMPAGNE;14252;41;17;;9;;;;;
ESTRY;14253;65;19;;;11;;;;
ETERVILLE;14254;224;68;;51;45;;;;17
ETOUVY;14255;31;11;;;6;;;;
ETREHAM;14256;44;19;;13;14;;;;7
EVRECY;14257;290;72;;54;44;;;;12
FALAISE;14258;1921;322;8;265;136;;;;73
FAMILLY;14259;12;;;;;;;;
FAUGUERNON;14260;21;7;;;;;;;
LE FAULQ;14261;55;14;;;7;;;;7
LA FERRIERE-HARANG;14264;43;14;;;7;;;;
FERVAQUES;14265;105;30;;22;14;;;;8
FEUGUEROLLES-BULLY;14266;194;51;;38;34;;;;13
FIERVILLE-BRAY;14268;66;24;;14;;;;;5
FIERVILLE-LES-PARCS;14269;28;;;;;;;;
FIRFOL;14270;53;12;;7;7;;;;
FLEURY-SUR-ORNE;14271;974;174;7;145;71;66;;;33
LA FOLIE;14272;14;;;;;;;;
LA FOLLETIERE-ABENON;14273;13;;;;;;;;
FONTAINE-ETOUPEFOUR;14274;311;80;;50;53;44;;8;19
FONTAINE-HENRY;14275;58;15;;10;9;;;;
FONTAINE-LE-PIN;14276;46;12;;6;;;;;
FONTENAY-LE-MARMION;14277;285;98;;65;66;;;;22
FONTENAY-LE-PESNEL;14278;170;45;;38;33;;;;10
FONTENERMONT;14279;20;6;;;;;;;
FORMENTIN;14280;28;10;;;;;;;
FORMIGNY;14281;29;12;;;6;;;;
FOULOGNES;14282;23;9;;;;;;;
FOURCHES;14283;32;11;;;6;;;;6
FOURNEAUX-LE-VAL;14284;16;6;;;;;;;
LE FOURNET;14285;7;;;;;;;;
FOURNEVILLE;14286;64;11;;;;;;;
FRENOUVILLE;14287;285;135;;104;90;;;;42
LE FRESNE-CAMILLY;14288;112;32;;26;20;;;;6
FRESNE-LA-MERE;14289;97;25;;16;18;;;;7
FRESNEY-LE-PUCEUX;14290;117;46;;37;35;;;;12
FRESNEY-LE-VIEUX;14291;35;13;;;;;;;
FRIARDEL;14292;30;7;;;;;;;
FUMICHON;14293;28;9;;;;;;;
GARCELLES-SECQUEVILLE;14294;129;49;;32;35;;;;7
LE GAST;14296;18;;;;;;;;
GAVRUS;14297;99;30;;23;15;;;;
GEFOSSE-FONTENAY;14298;13;;;;;;;;
GENNEVILLE;14299;118;31;;23;17;;;;11
GERROTS;14300;6;;;;;;;;
GIBERVILLE;14301;855;158;;123;90;;;;39
GLANVILLE;14302;13;;;;;;;;
GLOS;14303;112;34;;24;15;;;;8
GONNEVILLE-SUR-HONFLEUR;14304;99;21;;11;14;;;;5
GONNEVILLE-SUR-MER;14305;53;12;;7;6;;;;
GONNEVILLE-EN-AUGE;14306;48;16;;9;11;;;;
GOUPILLIERES;14307;23;7;;;;;;;
GOUSTRANVILLE;14308;19;5;;;;;;;
GOUVIX;14309;126;38;;29;22;;;;5
GRAINVILLE-LANGANNERIE;14310;97;35;;25;23;;;;11
GRAINVILLE-SUR-ODON;14311;155;50;;40;31;;;;12
GRANDCAMP-MAISY;14312;178;19;;;8;;;;
GRANDCHAMP-LE-CHATEAU;14313;6;;;;;;;;
GRANGUES;14316;25;;;;;;;;
LA GRAVERIE;14317;137;45;;33;30;;;;9
GRAYE-SUR-MER;14318;100;21;;;13;;;;
GRENTHEVILLE;14319;118;26;;14;18;;;;7
GRIMBOSQ;14320;29;5;;;;;;;
GUERON;14322;25;9;;;;;;;
HAMARS;14324;64;25;;20;15;;;;8
HERMANVILLE-SUR-MER;14325;406;98;;67;66;;;;17
HERMIVAL-LES-VAUX;14326;98;28;;20;14;;;;10
HEROUVILLE-SAINT-CLAIR;14327;6141;912;21;799;236;215;11;;174
HEROUVILLETTE;14328;122;43;;28;32;;;;8
HEULAND;14329;10;;;;;;;;
HEURTEVENT;14330;26;7;;;;;;;
HIEVILLE;14331;30;13;;;7;;;;6
LA HOGUETTE;14332;97;36;;25;23;;;;6
HONFLEUR;14333;1630;246;6;192;108;102;6;;54
L'HOTELLERIE;14334;56;15;;;;;;;
HOTOT-EN-AUGE;14335;28;10;;;;;;;
HOTTOT-LES-BAGUES;14336;68;14;;;;;;;5
LA HOUBLONNIERE;14337;39;13;;7;;;;;
HOULGATE;14338;321;65;;48;38;;;;14
HUBERT-FOLIE;14339;43;10;;;;;;;
IFS;14341;2218;441;11;377;202;194;5;;100
ISIGNY-SUR-MER;14342;437;71;;57;24;;;;8
LES ISLES-BARDEL;14343;6;;;;;;;;
JANVILLE;14344;38;13;;;;;;;
JORT;14345;38;11;;;;;;;
JUAYE-MONDAYE;14346;77;26;;19;17;;;;5
JURQUES;14347;97;34;;29;20;;;;7
JUVIGNY-SUR-SEULLES;14348;8;;;;;;;;
LAIZE-LA-VILLE;14349;127;52;;38;37;;;;12
LA LANDE-SUR-DROME;14350;8;;;;;;;;
LANDELLES-ET-COUPIGNY;14352;98;26;;17;15;;;;5
LANDES-SUR-AJON;14353;71;24;;18;16;;;;6
LANGRUNE-SUR-MER;14354;261;58;;37;35;;;;15
LANTHEUIL;14355;91;23;;;14;;;;7
LASSON;14356;59;11;;;;;;;5
LASSY;14357;57;13;;;8;;;;
LEAUPARTIE;14358;11;5;;;;;;;
LECAUDE;14359;17;7;;;;;;;
LEFFARD;14360;27;11;;;;;;;
LENAULT;14361;21;6;;;;;;;
LESSARD-ET-LE-CHENE;14362;13;;;;;;;;
LINGEVRES;14364;56;20;;9;15;;;;
LION-SUR-MER;14365;337;56;;35;37;;;;14
LISIEUX;14366;5567;711;15;611;209;194;11;;126
LISON;14367;71;15;;;5;;;;
LISORES;14368;27;;;;;;;;
LITTEAU;14369;28;10;;;5;;;;
LE MOLAY-LITTRY;14370;550;104;;85;44;;;;32
LIVAROT;14371;433;76;;66;28;;;;11
LIVRY;14372;77;25;;17;15;;;;8
LE LOCHEUR;14373;27;14;;;6;;;;5
LES LOGES;14374;19;;;;;;;;
LES LOGES-SAULCES;14375;26;;;;;;;;
LONGRAYE;14376;30;7;;;;;;;
LONGUES-SUR-MER;14377;75;23;;17;14;;;;9
LONGUEVILLE;14378;34;7;;;;;;;
LONGVILLERS;14379;42;11;;;5;;;;
LOUCELLES;14380;29;7;;;;;;;
LOUVAGNY;14381;;;;;;;;;
LOUVIERES;14382;6;;;;;;;;
LOUVIGNY;14383;426;92;;76;51;;;;14
LUC-SUR-MER;14384;452;70;;56;31;;;;17
MAGNY-EN-BESSIN;14385;22;;;;;;;;
MAGNY-LA-CAMPAGNE;14386;68;25;;20;16;;;;6
MAGNY-LE-FREULE;14387;38;17;;11;9;;;;
MAISONCELLES-LA-JOURDAN;14388;55;21;;;13;;;;8
MAISONCELLES-PELVEY;14389;38;8;;;;;;;
MAISONCELLES-SUR-AJON;14390;23;5;;;;;;;
MAISONS;14391;36;7;;;;;;;
MAIZET;14393;40;13;;;;;;;
MAIZIERES;14394;61;16;;7;;;;;
MALLOUE;14395;;;;;;;;;
MALTOT;14396;153;57;;44;40;;;;13
MANDEVILLE-EN-BESSIN;14397;41;9;;;;;;;
MANERBE;14398;56;17;;11;11;;;;9
MANNEVILLE-LA-PIPARD;14399;27;6;;;;;;;
LE MANOIR;14400;32;6;;;;;;;
MANVIEUX;14401;17;;;;;;;;
LE MARAIS-LA-CHAPELLE;14402;14;6;;;;;;;
MAROLLES;14403;97;34;;28;26;;;;6
MARTAINVILLE;14404;15;9;;;;;;;
MARTIGNY-SUR-L'ANTE;14405;29;11;;5;;;;;
MARTRAGNY;14406;47;12;;;;;;;
MATHIEU;14407;256;69;;39;49;40;7;;17
MAY-SUR-ORNE;14408;292;81;;57;60;;;;20
MERVILLE-FRANCEVILLE-PLAGE;14409;327;52;;35;41;;;;9
MERY-CORBON;14410;136;39;;30;23;;;;10
MESLAY;14411;39;14;;;8;;;;
LE MESNIL-AU-GRAIN;14412;9;;;;;;;;
LE MESNIL-AUZOUF;14413;60;19;;;10;;;;
LE MESNIL-BACLEY;14414;21;9;;;;;;;
LE MESNIL-BENOIST;14415;5;;;;;;;;
LE MESNIL-CAUSSOIS;14416;16;7;;;;;;;
MESNIL-CLINCHAMPS;14417;124;45;;32;30;;;;11
LE MESNIL-DURAND;14418;36;9;;;;;;;
LE MESNIL-EUDES;14419;25;5;;;;;;;
LE MESNIL-GERMAIN;14420;33;8;;;;;;;
LE MESNIL-GUILLAUME;14421;77;25;;17;17;;;;7
LE MESNIL-MAUGER;14422;135;40;;35;20;;;;12
LE MESNIL-PATRY;14423;36;11;;;;;;;
LE MESNIL-ROBERT;14424;24;8;;;;;;;
